id_case,country,authority,date,penalty_fee,subjet,subjet_industry,law,summary_law,summary_case,court_file
ETid-46,SPAIN,Spanish Data Protection Authority (aepd),Unknown,"5,000","Vodafone España, S.A.U.","Media, Telecoms and Broadcasting",Art. 5 (1) d) GDPR,Non-compliance with general data processing principles,"The spanish telecommunications and informations agancy (SETSI) decided Vodafone had to reimburse a customer for costs he was wrongfully charged for. Nevertheless, Vodafone reported personal data of this respective customer to a solvency registry (BADEXCUG). The AEPD found this behaviour violated the principle of accuracy.",https://www.aepd.es/resoluciones/PS-00331-2018_ORI.pdf
ETid-47,SPAIN,Spanish Data Protection Authority (aepd),2019-06-11,"250,000",Professional Football League (LaLiga),Individuals and Private Associations,"Art. 5 (1) a) GDPR, Art. 7 (3) GDPR",Insufficient fulfilment of information obligations,"The national Football League (LaLiga) was fined for offering an app which once per minute accessed the microphone of users' mobile phones in order to detect pubs screening football matches without paying a fee. In the opinion of the AEPD LaLiga did not adequately inform the users of the app about this practice. Furthermore, the app did not meet the requirements for withdrawal of consent.",https://www.eldiario.es/tecnologia/Agencia-Proteccion-Datos-Liga-microfono_0_908859408.html#click=https://t.co/RI3qZzucaB
ETid-48,SPAIN,Spanish Data Protection Authority (aepd),Unknown,"60,000","Debt collecting agancy (GESTIÓN DE COBROS, YO COBRO SL)","Finance, Insurance and Consulting",Art. 5 (1) f) GDPR,Insufficient legal basis for data processing,"After the claimant did alledgedly not pay back a microcredit to an online credit agany, the claim was assigned to the debt collecting agancy. Subsequently, the latter startet sending emails not only to email addresses provided by the claimant but also to an institutional email address of his workplace accessible by any co-worker which was never provided by the claimant.",https://www.aepd.es/resoluciones/PS-00121-2019_ORI.pdf
ETid-49,SPAIN,Spanish Data Protection Authority (aepd),Unknown,"27,000","Vodafone España, S.A.U.","Media, Telecoms and Broadcasting",Art. 5 (1) d) GDPR,Insufficient fulfilment of data subjects rights,"Although the complainant (a former Vodafone customer) had requested Vodafone to delete his data in 2015 and this request had been confirmed by the company, he received more than 200 SMS from the company from 2018 onwards. Following Vodafone's statement, this happened because the complainant's mobile phone number was erroneously used for testing purposes and accidentally appeared in various customer files belonging to other customers than the complainant.
Since the company agreed to both payment and admission of responsibility the fine was reduced in accordance with Spanish administrative law to EUR 27k.",https://www.aepd.es/resoluciones/PS-00411-2018_ORI.pdf
ETid-50,GERMANY,Data Protection Authority of Baden-Wuerttemberg,2019-05-09,"1,400",Police Officer,Individuals and Private Associations,Art. 6 GDPR,Insufficient legal basis for data processing,"The police officer, using his official user ID but without reference to official duties, queried the owner data concerning the license plate of a person who he did not know well via the Central Traffic Information System (ZEVIS) of the Federal Motor Transport Authority. Using the personal data obtained in this way, he then carried out a so-called SARS enquiry with the Federal Network Agency, in which he asked not only for the personal data of the injured parties but also for the home and mobile phone numbers stored there. Using the mobile phone number obtained in this way, the police officer contacted the injured party by telephone - without any official reason or consent given by the injured party.

Through the ZEVIS and SARS enquiry for private purposes and the use of the mobile phone number obtained in this way for private contact, the police officer has processed personal data outside the scope of the law on his own authority. This infringement is not attributable to the police officer's department, since he did not commit the act in the exercise of his official duties, but exclusively for private purposes. The prohibition of punishment under § 28 LDSG, according to which the sanctions of the GDPR cannot be imposed on public bodies, does not apply in the present case, since it was neither a case of misconduct attributable to the authority nor is the person concerned to be classified as a separate public body within the meaning of § 2 (1) or (2) LDSG in the case of the acts in question.",https://www.baden-wuerttemberg.datenschutz.de/lfdi-baden-wuerttemberg-verhaengt-erstes-bussgeld-gegen-polizeibeamten/
ETid-51,FRANCE,French Data Protection Authority (CNIL),2019-06-13,"20,000",Employer UNIONTRAD COMPANY,Employment,"Art. 5 (1) c) GDPR, Art. 12 GDPR, Art. 13 GDPR, Art. 32 GDPR",Insufficient legal basis for data processing,"Between 2013 and 2017, the CNIL received complaints from several employees of the company who were filmed at their workstation. On two occasions, it alerted the company to the rules to be observed when installing cameras in the workplace, in particular, that employees should not be filmed continuously and that information about the data processing has to be provided. In the absence of satisfactory measures at the end of the deadline set in the formal notice, the CNIL carried out a second audit in October 2018 which confirmed that the employer was still breaching data protection laws when recording employees with CCTV. When determening the amount of the fine, the CNIL took into account the size (9 employees) and the financial situation of the company, which presented a negative net result in 2017 (turnover of 885,739 EUR in 2017 and a negative net result of 110,844 EUR), to retain a dissuasive but proportionate administrative fine.",https://www.legifrance.gouv.fr/affichCnil.do?oldAction=rechExpCnil&id=CNILTEXT000038629823&fastReqId=946473298&fastPos=1
ETid-52,HUNGARY,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2019-04-17,"9,400",Unknown,Not assigned,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"A data controller used a, in the point of view of NAIH, wrong legal basis for processing of personal data (Art. 6.1.b) for the assignment of claims.",http://www.naih.hu/files/NAIH-2019-167-hatarozat.pdf
ETid-53,HUNGARY,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2019-04-05,"1,900",Unknown,Not assigned,Art. 15 GDPR,Insufficient fulfilment of data subjects rights,The data controller did not fulfil the data subject's access request.,http://www.naih.hu/files/NAIH_2019_133_hatarozat.pdf
ETid-54,BULGARIA,Data Protection Commision of Bulgaria (KZLD),2019-04-08,510,Medical centers,Health Care,"Art. 5 (1) a) GDPR, Art. 9 (1) GDPR, Art. 9 (2) GDPR, Art. 6 (1) GDPR",Insufficient legal basis for data processing,"The sanction of 510 EUR was imposed on each medical center for unlawful processing of the personal data of data subject G.B. by a medical centre for the purpose of changing his GP. The medical centre used a software to generate a registration form for change of GP which was submitted to the Regional Health Insurance Fund and then to another medical centre, which subsequently also unlawfully processed the personal data of G.B.",https://www.cpdp.bg/?p=element_view&aid=2192
ETid-55,BULGARIA,Data Protection Commision of Bulgaria (KZLD),2019-03-26,"5,100",A.P. EOOD,Employment,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Insufficient legal basis for data processing,"The sanction was imposed on personal data administrator A.P. EOOD for unlawful processing of personal data. The personal data of data subject D.D. was used by A.P. EOOD for preparing an Employment Contract, while he was in prison.",https://www.cpdp.bg/?p=element_view&aid=2191
